url,title,content
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/are-applications-listed-as-acceptable-only-for-pre-existing-deployments-able-to-meet-the-current-pa-dss-and-pci-dss/,Are applications listed as Acceptable only for Pre-existing Deployments able to meet the current PA-DSS and PCI DSS?,"Payment applications that are listed as Acceptable only for Pre-existing Deployments have previously been validated as meeting PA-DSS but the validation is no longer current. This may be due to the validation being to an expired version of PA-DSS, or because the application vendor has chosen to or does not meet the annual revalidation requirements. <br/>
<br/>
Applications listed as Acceptable only for Pre-existing Deployments could still be capable of meeting the current version of PA-DSS; however, this is not assured and should not be assumed. If a previously-validated payment application no longer meets the current version of PA-DSS, it is also likely that it can't meet the current version of PCI DSS, and entities using the application may need to implement additional security controls as part of their PCI DSS implementation.  As an example; an application validated to PA-DSS v2.0 could be transmitting cardholder data using an encryption protocol that is no longer considered strong cryptography.   In this scenario, the application would not meet the current version of PA-DSS and would not be sufficient to meet PCI DSS Requirement 4.1.  Entities using the application will need to implement additional and/or alternative controls to secure any cardholder data sent by the application over public or untrusted networks.<br/>
<br/>
Entities using PA-DSS validated payment applications should be familiar with the Implementation Guide provided by the vendor for their application.  The Implementation Guide contains information about the application's configuration and security settings, and also identifies which protocols are used by the application. This information may help the entity determine whether the application continues to meet their security needs and whether it supports the current version of PCI DSS.<br/>
<br/>
If the application no longer meets current PA-DSS requirements, but is still supported by the vendor, entities are encouraged to contact the vendor to determine if an update is available. <br/>
<br/>
See also the following FAQs:"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/are-manual-imprinter-machines-in-scope-for-pci-dss-requirements/,Are manual imprinter machines in scope for PCI DSS requirements?,"No. There are no PCI DSS requirements that apply to manual imprinters (also known as ""zip-zap"" and ""knuckle-buster"" machines). They are not card reading devices as defined in Requirement 9.9, and neither are they ""critical technologies"" as defined in Requirement 12.3.   Although there are no requirements that apply to imprinter machines directly, the paper receipts (including carbon copies) produced by using the machine to take an imprint of a payment card will contain cardholder data, and must be protected in the same way as any physical media containing cardholder data, including to PCI DSS Requirements 9.5 and 9.8."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-a-p2pe-validated-application-also-need-to-be-validated-against-pa-dss/,Does a P2PE validated application also need to be validated against PA-DSS?,"The P2PE Standard does not require applications solely used in a P2PE solution to be validated to PA-DSS. PA-DSS and P2PE are distinct PCI standards with separate requirements and programs, and validation against one of these standards does not imply or result in any validation against the other standard.<br/><br/>A P2PE application that is used outside a PCI-listed P2PE solution may also be subject to PA-DSS per the PA-DSS Program Guide requirements."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/why-is-there-a-different-approach-for-direct-post-implementations-than-for-iframe-and-url-redirect-what-are-the-technical-differences-and-how-do-they-impact-the-security-of-e-commerce-transactions/,Why is there a different approach for Direct Post implementations than for iFrame and URL redirect - what are the technical differences and how do they impact the security of e-commerce transactions?,"The way that criminals attempt to hijack card data from e-commerce transactions depends on the way that the merchant's website accepts cardholder data, the difficulty of gaining access to the transaction, and how likely it is that the criminal will receive an ongoing supply of cardholder data. PCI DSS aims to reduce the probability that a criminal can steal cardholder data from a merchant's e-commerce transaction. In the last three years, the industry has seen two types of attacks against merchant websites which do not directly process cardholder data but which work in conjunction with a payment service provider. Typically these merchants completed SAQ A as they believed that all their payment processing was outsourced. Because of the nature of the attacks, the payment card brands and PCI SSC have clarified the conditions where a merchant can legitimately consider processing to be outsourced.<br/>
<br/>
To be eligible for PCI DSS v3 SAQ-A, the e-commerce environment must be fully outsourced such that: ""The entirety of all payment pages delivered to the consumer's browser originates directly from a third-party PCI DSS validated service provider(s).""  A merchant website can either redirect the consumer to a third-party payment page, or embed the third-party payment page in an iFrame. In either method, the main attack a criminal has against this is to change the code on the merchant's website so the consumer is re-directed to the criminal's payment page and not the legitimate payment page — this is commonly known as a ""man-in-the-middle"" (MITM) attack. The disadvantage for the criminal is that this attack is usually detected reasonably quickly and minimal cardholder data is put at risk. Additionally some payment service providers are developing solutions that help to detect when a MITM attack has occurred and to notify the merchant accordingly.<br/>
<br/>
Alternatively, there are a number of e-commerce acceptance methods where the merchant website generates the payment page used to collect cardholder data before posting it directly from the consumers' browser to the payment processor.  The form elements on this page may be created by HTML loaded from the merchant's website or by JavaScript loaded by the consumer's browser from a third party. From the merchant's perspective this is an attractive solution as it gives the merchant greater control over the look-and-feel of the payment page and the payment flow than what is provided in a redirect or iFrame method.  The common criminal attack against this scenario is to compromise the payment page by including criminal-provided JavaScript that simply takes a copy of the cardholder data as it is being entered and sends it to a criminal's server. The actual payment flow is not affected, and therefore this attack is very hard to detect and will often provide an ongoing supply of cardholder data to the criminal. It is primarily for these types of environments that the Council developed SAQ A-EP to provide a level of assurance that the merchant's website was appropriately protected. <br/>
<br/>
The Council understands that the various ways that merchants can make e-commerce transactions is continually evolving. Merchants and QSAs receive often conflicting advice from vendors which can be especially confusing when the difference between using an iFrame and embedding a payment form in a &lt;DIV&gt; appears to be minimal. However, the difference in security is substantial: fully-hosted payment pages and payment pages loaded into an iFrame are resistant to the transparent theft of cardholder data as it is entered by the consumer; techniques such as Direct Post and JavaScript forms are not. The Council is aware that a MITM attack against a redirect or iFrame is viable, but in the payment brands' experience these are detected before significant volumes of cardholder data are lost. The Council is working with Payment Service Providers to encourage tamper-resistance and tamper-detection which will also reduce the viability of a MITM-type attack.<br/>
<br/>
Where merchants or QSAs are unsure whether the correct SAQ to be completed is SAQ A or SAQ A-EP, they are advised to firstly determine whether ""The entirety of all payment pages delivered to the consumer's browser originates directly from a third-party PCI DSS validated service provider(s)"".  If any element of a payment page originates from the merchant's website, the implementation is not eligible for SAQ A. If any element of a payment page originates from a non-compliant service provider, the implementation is not eligible for either SAQ A or SAQ A-EP.  If it is unclear whether this condition has been met, merchants or QSAs are advised to contact the acquirer or payment brand."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/how-does-an-organization-maintain-compliance-when-a-standard-changes/,How does an organization maintain compliance when a standard changes?,"<span><span><span>PCI SSC updates its standards to address changes in payment industry threats, risks, and best practices.  To ensure organizations have enough time to transition to a new standard, the previous version will remain active for a period of time (typically between 12 and 18 months) after a major version of a standard is published.  The period of time will depend on factors such as the volume of changes in a standard and the impact to stakeholders.  This ensures a gradual, phased introduction of any updated requirements, and helps to prevent organizations from becoming noncompliant when changes are published.  To ensure that organizations can maintain compliance with updated versions of the standards, new requirements may also be phased in with future effective dates.  Future-dated requirements are considered best practices until the future date is reached, after which those requirements will be effective and applicable.</span></span></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-happens-if-i-m-using-a-pa-dss-validated-payment-application-that-is-breached/,What happens if I'm using a PA-DSS validated payment application that is breached?,Events such as these should be accounted for in any service contract you sign with a software vendor. The Council requires that approved PA-QSAs carry appropriate liability insurance.
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/is-pci-dss-a-global-standard/,Is PCI DSS a global standard?,"The PCI DSS is a global standard, with compliance expected of any entity that stores, processes or transmit cardholder data regardless of geographic location. Each payment brand manages their PCI DSS compliance and enforcement programs independently of the PCI Security Standards Council. With regard to levels, time lines, and other specific questions about compliance and enforcement, please contact each payment brand to understand programs in the regions in which the company operates."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/can-i-have-the-same-assessor-company-or-individual-assessor-perform-a-pci-dss-and-pin-assessment-for-our-organization/,Can I have the same assessor company or individual assessor perform a PCI DSS and PIN Assessment for our organization?,"An assessor that is listed as a QSA for PCI DSS and QPA for PCI PIN on the PCI SSC website may be eligible to perform both types of assessments, subject to meeting the requirements of both programs. However, while PCI SSC manages the PCI security standards and assessor programs, PCI compliance programs and validation requirements are defined and managed by the individual payment card brands. We recommend you contact the payment brands directly to discuss their individual compliance rules, validation criteria and processes, etc. Contact information for the payment brands can be found in FAQ #1142 titled, ""How do I contact the payment brands?"" on the PCI SSC website at https://www.pcisecuritystandards.org/faqs. "
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/does-pci-dss-require-both-database-and-application-logging/,Does PCI DSS require both database and application logging?,"<span>The intent of the PCI DSS logging requirements is to provide a complete record of who did what, where, when, and how, so it can be used for investigation in the event of unexpected or unauthorized activities. Therefore, a combination of operating system logging, database logging, and/or application logging may be implemented as appropriate to record the events defined in Requirement 10. For example, if the operating system and/or installed applications are able and configured to log all individual access to cardholder data within a database, then configuring database logging in addition to these other logs may not be necessary.</span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/are-there-prerequisite-pci-ssc-program-requirements-to-meet-before-qualifying-as-an-ssf-assessor-company/,Are there prerequisite PCI SSC program requirements to meet before qualifying as an SSF Assessor Company?,"<span>No, companies are not required to participate in other PCI SSC programs before becoming an SSF Company.</span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/how-would-an-identified-denial-of-service-dos-vulnerability-affect-a-company-s-ability-to-pass-a-pci-dss-vulnerability-scan-from-an-approved-scanning-vendor-asv/,How would an identified Denial of Service (DoS) vulnerability affect a company's ability to pass a PCI DSS vulnerability scan from an Approved Scanning Vendor (ASV)?,"While some ASVs may report DoS vulnerabilities as relatively high risks, the PCI SSC has clearly instructed ASVs to not consider this vulnerability when determining compliance of the ASV scan results. The Exceptions to Scoring Vulnerabilities with the NVD section of the ASV Program Guide states that, ""In the case of denial-of-service vulnerabilities (where the vulnerability has both a CVSS Confidentiality Impact of ""None"" and a CVSS Integrity Impact of 'None'), the vulnerability must not be ranked as a failure. If loss of network availability from an attack such as DoS would not expose cardholder data to the risk of being compromised, the vulnerability would not be relevant to a company's compliance with the PCI DSS."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/which-pci-standards-apply-to-card-manufacturers-embossers-card-personalizers-or-entities-that-prepare-data-for-card-manufacturing/,"Which PCI standards apply to card manufacturers, embossers, card personalizers, or entities that prepare data for card manufacturing?","Organizations that participate in data preparation, manufacturing, personalizing, and/or embossing for plastic cards are considered Card Production Vendors and are typically required to adhere to the Card Production and Provisioning Standards.<br/><br/>Entities should contact the payment brands directly for information about their compliance programs and reporting requirements, and to understand if additional PCI standards apply based upon the specific services they perform. Contact details for the payment brands can be found in FAQ 1142: How do I contact the payment card brands?"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-are-acceptable-formats-for-truncation-of-primary-account-numbers/,What are acceptable formats for truncation of primary account numbers?,"<span style=""color: #383637"">Acceptable truncation formats vary according to PAN length and Participating Payment Brand requirements.</span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/is-payment-account-reference-par-as-defined-by-emvco-considered-pci-account-data/,Is Payment Account Reference (PAR) as defined by EMVCo considered PCI Account Data?,"Payment Account Reference (PAR) is a new data element introduced by EMVCo in Specification Bulletin No. 167 January, 2016. PAR is a new data element that is associated with the <i>EMVÆ   Payment Tokenisation Specification — Technical Framework</i>. As detailed in the EMVCo Bulletins, PAR is a value that is intended to allow acquirers and merchants to link tokenized transactions to transactions that are based on the underlying PAN. PAR is generated and linked to a PAN (and successor PANs associated with the underlying issuer customer account) and will also be associated with all affiliated Payment Tokens when a PAN is tokenized. <br/><br/>PAR cannot be used to initiate transactions and no authorization, capture, clearing or settlement message can be initiated with PAR alone.  The guidelines for PAR also indicate that a PAR value must be generated in such a way as to ensure that it cannot be reverse engineered to obtain a PAN or other PCI Account Data.  The data structure of PAR is also intentionally designed to ensure that PAR cannot be confused for PAN, Payment Token or other PCI Account Data. <br/><br/>Based on the underlying EMVCo description of PAR and its intended functions including the underlying guidelines for PAR generation, PAR data is not considered to be PCI Account Data and on its own is not subject to the underlying requirements for protecting PCI Account Data as specified in PCI DSS. PCI DSS still applies anywhere PCI Account Data is stored, processed, or transmitted. If any system storing, processing, or transmitting PAR also stores, processes, or transmits Account Data (such as a PAN), or is connected to systems that store, process or transmit Account Data, those systems remain in scope for PCI DSS requirements."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-is-an-inactive-user-account-as-used-in-pci-dss-requirement-8/,"What is an ""inactive user account"" as used in PCI DSS Requirement 8?","An inactive user account<span style=""color: black""> is one that has not been used in over 90 days. Inactive accounts are often targets for attackers since they are generally not monitored, and changes to the accounts (such as a changed password) could easily go unnoticed.<br/><br/>Removing or disabling inactive accounts reduces the risk that they will be used to gain unauthorized access to the environment.<br/><br/><em>Note: The specific sub requirement number(s) and terminology may vary depending on the version of the standard being used.</em></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/can-a-pfi-company-provide-qsa-services-to-an-entity-after-performing-a-pfi-investigation-for-that-entity/,Can a PFI Company provide QSA services to an entity after performing a PFI investigation for that entity?,"<span style=""color: #383838"">Yes. All PFI Companies are also QSA Companies. A PFI Company may provide QSA Services (as defined in the QSA Agreement) to an entity after performing a PFI investigation for that entity.<br/>
<br/>
However, it should be noted it is highly unlikely the PFI Company could perform a subsequent PFI investigation for the entity (should that become necessary) without violating the independence requirements of the PFI program.<br/>
<br/>
With that being said, compliance programs are managed by the payment brands. PFI Companies should contact the payment brands directly to understand compliance program requirements when asked to provide QSA Services after performing a PFI investigation. Contact details for the payment brands can be found in FAQ #1142?<a data-lr=""1"" href=""/faq/articles/Frequently_Asked_Question/How-do-I-contact-the-payment-card-brands"" rel=""noopener"" target=""_blank"">How do I contact the payment card brands?</a></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/what-is-the-difference-between-multi-factor-authentication-and-two-factor-authentication/,"What is the difference between ""multi-factor"" authentication and ""two-factor"" authentication?","The term ""two-factor"" was replaced with the term ""multi-factor"" in several requirements in PCI DSS v3.2 (Requirements 8.3, 8.3.1, 8.3.2, and 8.5.1). The intent of this change was to use more consistent terminology that accurately represents the meaning of the term. This is simply a change in naming convention and does not alter its definition, which is that at least two authentication factors are used in the authentication process."
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/when-must-validated-payment-software-be-revalidated/,When must validated payment software be revalidated?,"<span>Subject to early expiry and the terms of the Software Security Framework Vendor Release Agreement (VRA), validations to the Secure Software Standard are valid for three years. Further information on revalidations and the process for managing changes to validated payment software can be found in the Secure Software Program Guide. Both the VRA and Secure Software Program Guide are available in the <a href=""https://www.pcisecuritystandards.org/document_library"" rel=""noopener"" style=""color: #0563c1;text-decoration: underline"" target=""_blank"">Document Library</a>.</span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/How-does-encrypted-cardholder-data-impact-PCI-DSS-scope/,How does encrypted cardholder data impact PCI DSS scope?,"<span style=""font-family: Calibri,sans-serif""><span>Encryption of cardholder data with strong cryptography is an acceptable method of rendering the data unreadable according to PCI DSS Requirement 3.5.1. However, encryption alone is insufficient to render the cardholder data out of scope for PCI DSS.</span></span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/are-poi-devices-with-only-pts-approved-firmware-i-e-no-additional-software-eligible-for-use-in-a-pci-p2pe-solution/,"Are POI devices with only PTS-approved firmware (i.e., no additional software) eligible for use in a PCI P2PE solution?","<span style=""font-size: 10.5pt"">Yes. However, while it may be possible for a PCI POI device to implement all the necessary functionality for use in a P2PE solution solely within its existing PTS-approved firmware, generally the POI device will contain additional software. Any software (whether it has access to cardholder data or not) that is present or intended to be present on the POI device within the P2PE solution that was not included in the PTS-evaluation and approval of the POI device's firmware must be assessed in accordance with the PCI P2PE Standard. Note that it may be possible for additional (non-firmware) software to be present on the POI device during its PTS assessment. However, any software that does not meet the PTS POI definition of firmware is not reviewed as part of the PTS POI assessment or included in the PTS approval. The assessor must be diligent in identifying any non-firmware on the POI device(s). If the POI device contains ANY software that was not included in the POI device's PTS-approved firmware, then that software MUST be assessed to the applicable PCI P2PE requirements. See also FAQ 1338 entitled </span>"
https://www.pcisecuritystandards.org/faq/articles/Frequently_Asked_Question/are-p2pe-solution-providers-required-to-have-their-solutions-validated-and-listed-by-the-council/,Are P2PE solution providers required to have their solutions validated and listed by the Council?,"<span style=""color: black"">No. </span><br/> <br/><span style=""color: black"">Please reference FAQ 1158 <a data-lr=""1"" href=""/faq/articles/Frequently_Asked_Question/What-effect-does-the-use-of-a-PCI-listed-P2PE-solution-have-on-a-merchant-s-PCI-DSS-validation"" rel=""noopener"" target=""_blank"">What effect does the use of a PCI-listed P2PE solution have on a merchant's PCI DSS validation?</a> and <a data-lr=""2"" href=""/faq/articles/Frequently_Asked_Question/Can-merchants-use-encryption-solutions-not-listed-on-the-PCI-Council-s-website-to-reduce-their-PCI-DSS-validation-effort"" rel=""noopener"" target=""_blank"">Can merchants use encryption solutions not listed on the PCI Council's website to reduce their PCI DSS validation effort?</a> for additional information.  </span>"
